# magnetic_field mean_pressure std_pressure
0.000000000000000000e+00 8.924850750737766347e+00 6.421855714717547570e-02
2.500000000000000000e+01 8.895461133457477132e+00 4.564606172836659786e-02
5.000000000000000000e+01 8.775929236407019829e+00 5.228944251953270006e-02
7.500000000000000000e+01 8.842972695447562259e+00 3.672411753982993132e-02
1.000000000000000000e+02 8.848412304265021788e+00 4.578563019296621323e-02
1.250000000000000000e+02 8.823979474614226604e+00 5.116473814108504076e-02
1.500000000000000000e+02 8.744841637730289108e+00 4.485930725395256835e-02
1.750000000000000000e+02 8.944003778128244875e+00 3.765475094313725651e-02
2.000000000000000000e+02 8.885191065257606269e+00 5.530068373410046423e-02
