# simulation_index pressure
0.000000000000000000e+00 1.080632753602031038e+00
1.000000000000000000e+00 1.055576547893183115e+00
2.000000000000000000e+00 1.050019096097098092e+00
3.000000000000000000e+00 1.172572023572139521e+00
4.000000000000000000e+00 8.354234951127741393e-01
5.000000000000000000e+00 9.986574285899533221e-01
6.000000000000000000e+00 8.658576126123089800e-01
7.000000000000000000e+00 9.737009977894370838e-01
8.000000000000000000e+00 9.103903867040439302e-01
9.000000000000000000e+00 8.952121932415972871e-01
